Timestamp;Kraftwerk;Zaehlerstand
03.01.2024 11:00;Kraftwerk_1;2808
03.01.2024 12:00;Kraftwerk_1;2826
03.01.2024 13:00;Kraftwerk_1;2845
03.01.2024 14:00;Kraftwerk_1;2859
03.01.2024 15:00;Kraftwerk_1;2873
03.01.2024 16:00;Kraftwerk_1;2897
03.01.2024 17:00;Kraftwerk_1;2924
03.01.2024 18:00;Kraftwerk_1;2944
03.01.2024 19:00;Kraftwerk_1;2969
03.01.2024 20:00;Kraftwerk_1;2991
03.01.2024 21:00;Kraftwerk_1;3008
03.01.2024 22:00;Kraftwerk_1;3030
03.01.2024 23:00;Kraftwerk_1;3058
04.01.2024 00:00;Kraftwerk_1;3078
04.01.2024 01:00;Kraftwerk_1;3106
04.01.2024 02:00;Kraftwerk_1;3113
04.01.2024 03:00;Kraftwerk_1;3137
04.01.2024 04:00;Kraftwerk_1;3157
04.01.2024 05:00;Kraftwerk_1;3176
04.01.2024 06:00;Kraftwerk_1;3196
04.01.2024 07:00;Kraftwerk_1;3206
04.01.2024 08:00;Kraftwerk_1;3225
04.01.2024 09:00;Kraftwerk_1;3247
04.01.2024 10:00;Kraftwerk_1;3274
04.01.2024 11:00;Kraftwerk_1;3291
04.01.2024 12:00;Kraftwerk_1;3307
04.01.2024 13:00;Kraftwerk_1;3324
04.01.2024 14:00;Kraftwerk_1;3349
04.01.2024 15:00;Kraftwerk_1;3371
04.01.2024 16:00;Kraftwerk_1;3388
04.01.2024 17:00;Kraftwerk_1;3411
04.01.2024 18:00;Kraftwerk_1;3431
04.01.2024 19:00;Kraftwerk_1;3456
04.01.2024 20:00;Kraftwerk_1;3472
04.01.2024 21:00;Kraftwerk_1;3490
04.01.2024 22:00;Kraftwerk_1;3508
04.01.2024 23:00;Kraftwerk_1;3521
05.01.2024 00:00;Kraftwerk_1;3542
05.01.2024 01:00;Kraftwerk_1;3563
05.01.2024 02:00;Kraftwerk_1;3583
05.01.2024 03:00;Kraftwerk_1;3602
05.01.2024 04:00;Kraftwerk_1;3615
05.01.2024 05:00;Kraftwerk_1;3633
05.01.2024 06:00;Kraftwerk_1;3651
05.01.2024 07:00;Kraftwerk_1;3667
05.01.2024 08:00;Kraftwerk_1;3686
05.01.2024 09:00;Kraftwerk_1;3708
05.01.2024 10:00;Kraftwerk_1;3737
05.01.2024 11:00;Kraftwerk_1;3758
05.01.2024 12:00;Kraftwerk_1;3289
05.01.2024 13:00;Kraftwerk_1;3778
05.01.2024 14:00;Kraftwerk_1;3788
05.01.2024 15:00;Kraftwerk_1;3808
05.01.2024 16:00;Kraftwerk_1;3828
05.01.2024 17:00;Kraftwerk_1;3860
05.01.2024 18:00;Kraftwerk_1;3879
05.01.2024 19:00;Kraftwerk_1;3901
05.01.2024 20:00;Kraftwerk_1;3921
05.01.2024 21:00;Kraftwerk_1;3935
05.01.2024 22:00;Kraftwerk_1;3961
05.01.2024 23:00;Kraftwerk_1;3985
06.01.2024 00:00;Kraftwerk_1;4009
06.01.2024 01:00;Kraftwerk_1;4024
06.01.2024 02:00;Kraftwerk_1;4051
06.01.2024 03:00;Kraftwerk_1;3786
06.01.2024 04:00;Kraftwerk_1;4074
06.01.2024 05:00;Kraftwerk_1;4105
06.01.2024 06:00;Kraftwerk_1;4120
06.01.2024 07:00;Kraftwerk_1;4137
06.01.2024 08:00;Kraftwerk_1;4157
06.01.2024 09:00;Kraftwerk_1;4174
06.01.2024 10:00;Kraftwerk_1;4186
06.01.2024 11:00;Kraftwerk_1;4206
06.01.2024 12:00;Kraftwerk_1;4221
06.01.2024 13:00;Kraftwerk_1;4243
06.01.2024 14:00;Kraftwerk_1;4258
06.01.2024 15:00;Kraftwerk_1;4286
06.01.2024 16:00;Kraftwerk_1;4302
06.01.2024 17:00;Kraftwerk_1;4320
06.01.2024 18:00;Kraftwerk_1;4344
06.01.2024 19:00;Kraftwerk_1;4358
06.01.2024 20:00;Kraftwerk_1;4379
06.01.2024 21:00;Kraftwerk_1;4406
06.01.2024 22:00;Kraftwerk_1;4418
06.01.2024 23:00;Kraftwerk_1;4439
07.01.2024 00:00;Kraftwerk_1;4460
07.01.2024 01:00;Kraftwerk_1;4484
07.01.2024 02:00;Kraftwerk_1;4498
07.01.2024 03:00;Kraftwerk_1;4511
07.01.2024 04:00;Kraftwerk_1;4534
07.01.2024 05:00;Kraftwerk_1;4555
07.01.2024 06:00;Kraftwerk_1;4576
07.01.2024 07:00;Kraftwerk_1;4598
07.01.2024 08:00;Kraftwerk_1;4615
07.01.2024 09:00;Kraftwerk_1;4636
07.01.2024 10:00;Kraftwerk_1;4657
07.01.2024 11:00;Kraftwerk_1;4657
07.01.2024 12:00;Kraftwerk_1;4686
07.01.2024 13:00;Kraftwerk_1;4708
07.01.2024 14:00;Kraftwerk_1;4246
07.01.2024 15:00;Kraftwerk_1;4731
07.01.2024 16:00;Kraftwerk_1;4746
07.01.2024 17:00;Kraftwerk_1;4770
07.01.2024 18:00;Kraftwerk_1;4796
07.01.2024 19:00;Kraftwerk_1;4812
07.01.2024 20:00;Kraftwerk_1;4837
07.01.2024 21:00;Kraftwerk_1;4859
07.01.2024 22:00;Kraftwerk_1;4883
07.01.2024 23:00;Kraftwerk_1;4912
08.01.2024 00:00;Kraftwerk_1;4931
08.01.2024 01:00;Kraftwerk_1;4947
08.01.2024 02:00;Kraftwerk_1;4963
08.01.2024 03:00;Kraftwerk_1;4979
08.01.2024 04:00;Kraftwerk_1;4999
08.01.2024 05:00;Kraftwerk_1;5021
08.01.2024 06:00;Kraftwerk_1;5042
08.01.2024 07:00;Kraftwerk_1;5066
08.01.2024 08:00;Kraftwerk_1;5086
08.01.2024 09:00;Kraftwerk_1;5113
08.01.2024 10:00;Kraftwerk_1;5132
08.01.2024 11:00;Kraftwerk_1;5166
08.01.2024 12:00;Kraftwerk_1;5189
08.01.2024 13:00;Kraftwerk_1;5205
08.01.2024 14:00;Kraftwerk_1;5220
08.01.2024 15:00;Kraftwerk_1;5242
08.01.2024 16:00;Kraftwerk_1;5261
08.01.2024 17:00;Kraftwerk_1;5285
08.01.2024 18:00;Kraftwerk_1;5307
08.01.2024 19:00;Kraftwerk_1;5327
08.01.2024 20:00;Kraftwerk_1;5343
08.01.2024 21:00;Kraftwerk_1;5355
08.01.2024 22:00;Kraftwerk_1;5373
08.01.2024 23:00;Kraftwerk_1;5397
09.01.2024 00:00;Kraftwerk_1;5418
09.01.2024 01:00;Kraftwerk_1;5432
09.01.2024 02:00;Kraftwerk_1;5453
09.01.2024 03:00;Kraftwerk_1;5475
09.01.2024 04:00;Kraftwerk_1;5491
09.01.2024 05:00;Kraftwerk_1;5512
09.01.2024 06:00;Kraftwerk_1;5532
09.01.2024 07:00;Kraftwerk_1;5546
09.01.2024 08:00;Kraftwerk_1;5568
09.01.2024 09:00;Kraftwerk_1;5591
09.01.2024 10:00;Kraftwerk_1;5616
09.01.2024 11:00;Kraftwerk_1;5641
09.01.2024 12:00;Kraftwerk_1;5654
09.01.2024 13:00;Kraftwerk_1;5669
09.01.2024 14:00;Kraftwerk_1;5692
09.01.2024 15:00;Kraftwerk_1;5715
09.01.2024 16:00;Kraftwerk_1;5738
09.01.2024 17:00;Kraftwerk_1;5777
09.01.2024 18:00;Kraftwerk_1;5800
09.01.2024 19:00;Kraftwerk_1;5826
09.01.2024 20:00;Kraftwerk_1;5851
09.01.2024 21:00;Kraftwerk_1;5874
09.01.2024 22:00;Kraftwerk_1;5892
09.01.2024 23:00;Kraftwerk_1;5916
10.01.2024 00:00;Kraftwerk_1;5932
10.01.2024 01:00;Kraftwerk_1;5951
10.01.2024 02:00;Kraftwerk_1;5969
10.01.2024 03:00;Kraftwerk_1;5989
10.01.2024 04:00;Kraftwerk_1;6021
10.01.2024 05:00;Kraftwerk_1;6032
10.01.2024 06:00;Kraftwerk_1;6055
10.01.2024 07:00;Kraftwerk_1;6067
10.01.2024 08:00;Kraftwerk_1;6085
10.01.2024 09:00;Kraftwerk_1;6110
10.01.2024 10:00;Kraftwerk_1;6130
10.01.2024 11:00;Kraftwerk_1;6145
10.01.2024 12:00;Kraftwerk_1;6161
10.01.2024 13:00;Kraftwerk_1;6184
10.01.2024 14:00;Kraftwerk_1;6200
10.01.2024 15:00;Kraftwerk_1;6221
10.01.2024 16:00;Kraftwerk_1;6241
10.01.2024 17:00;Kraftwerk_1;6258
10.01.2024 18:00;Kraftwerk_1;6289
10.01.2024 19:00;Kraftwerk_1;6312
10.01.2024 20:00;Kraftwerk_1;6322
10.01.2024 21:00;Kraftwerk_1;6343
10.01.2024 22:00;Kraftwerk_1;6360
10.01.2024 23:00;Kraftwerk_1;6384
11.01.2024 00:00;Kraftwerk_1;6400
11.01.2024 01:00;Kraftwerk_1;6419
11.01.2024 02:00;Kraftwerk_1;6442
11.01.2024 03:00;Kraftwerk_1;6466
11.01.2024 04:00;Kraftwerk_1;6480
11.01.2024 05:00;Kraftwerk_1;6498
11.01.2024 06:00;Kraftwerk_1;6516
11.01.2024 07:00;Kraftwerk_1;6533
11.01.2024 08:00;Kraftwerk_1;6562
11.01.2024 09:00;Kraftwerk_1;6584
11.01.2024 10:00;Kraftwerk_1;6598
11.01.2024 11:00;Kraftwerk_1;6623
11.01.2024 12:00;Kraftwerk_1;6654
11.01.2024 13:00;Kraftwerk_1;6679
11.01.2024 14:00;Kraftwerk_1;6691
11.01.2024 15:00;Kraftwerk_1;6709
11.01.2024 16:00;Kraftwerk_1;6735
11.01.2024 17:00;Kraftwerk_1;6751
11.01.2024 18:00;Kraftwerk_1;6773
11.01.2024 19:00;Kraftwerk_1;6797
11.01.2024 20:00;Kraftwerk_1;6812
11.01.2024 21:00;Kraftwerk_1;6832
11.01.2024 22:00;Kraftwerk_1;6836
11.01.2024 23:00;Kraftwerk_1;6851
12.01.2024 00:00;Kraftwerk_1;6870
12.01.2024 01:00;Kraftwerk_1;6884
12.01.2024 02:00;Kraftwerk_1;6912
12.01.2024 03:00;Kraftwerk_1;6529
12.01.2024 04:00;Kraftwerk_1;6930
12.01.2024 05:00;Kraftwerk_1;6951
12.01.2024 06:00;Kraftwerk_1;6978
12.01.2024 07:00;Kraftwerk_1;6991
12.01.2024 08:00;Kraftwerk_1;7017
12.01.2024 09:00;Kraftwerk_1;7037
12.01.2024 10:00;Kraftwerk_1;7052
12.01.2024 11:00;Kraftwerk_1;7074
12.01.2024 12:00;Kraftwerk_1;7095
12.01.2024 13:00;Kraftwerk_1;7112
12.01.2024 14:00;Kraftwerk_1;7132
12.01.2024 15:00;Kraftwerk_1;7150
12.01.2024 16:00;Kraftwerk_1;7171
12.01.2024 17:00;Kraftwerk_1;7194
12.01.2024 18:00;Kraftwerk_1;7222
12.01.2024 19:00;Kraftwerk_1;7236
12.01.2024 20:00;Kraftwerk_1;7267
12.01.2024 21:00;Kraftwerk_1;7277
12.01.2024 22:00;Kraftwerk_1;7296
12.01.2024 23:00;Kraftwerk_1;6802
13.01.2024 00:00;Kraftwerk_1;7317
13.01.2024 01:00;Kraftwerk_1;7334
13.01.2024 02:00;Kraftwerk_1;7353
13.01.2024 03:00;Kraftwerk_1;7371
13.01.2024 04:00;Kraftwerk_1;7388
13.01.2024 05:00;Kraftwerk_1;7412
13.01.2024 06:00;Kraftwerk_1;7434
13.01.2024 07:00;Kraftwerk_1;7451
13.01.2024 08:00;Kraftwerk_1;7475
13.01.2024 09:00;Kraftwerk_1;7497
13.01.2024 10:00;Kraftwerk_1;7521
13.01.2024 11:00;Kraftwerk_1;7544
13.01.2024 12:00;Kraftwerk_1;7560
13.01.2024 13:00;Kraftwerk_1;7577
13.01.2024 14:00;Kraftwerk_1;7601
13.01.2024 15:00;Kraftwerk_1;7624
13.01.2024 16:00;Kraftwerk_1;7644
13.01.2024 17:00;Kraftwerk_1;7665
13.01.2024 18:00;Kraftwerk_1;7691
13.01.2024 19:00;Kraftwerk_1;7708
13.01.2024 20:00;Kraftwerk_1;7731
13.01.2024 21:00;Kraftwerk_1;7750
13.01.2024 22:00;Kraftwerk_1;7769
13.01.2024 23:00;Kraftwerk_1;7794
14.01.2024 00:00;Kraftwerk_1;7818
14.01.2024 01:00;Kraftwerk_1;7842
14.01.2024 02:00;Kraftwerk_1;7869
14.01.2024 03:00;Kraftwerk_1;7889
14.01.2024 04:00;Kraftwerk_1;7912
14.01.2024 05:00;Kraftwerk_1;7930
14.01.2024 06:00;Kraftwerk_1;7952
14.01.2024 07:00;Kraftwerk_1;7971
14.01.2024 08:00;Kraftwerk_1;7991
14.01.2024 09:00;Kraftwerk_1;8014
14.01.2024 10:00;Kraftwerk_1;8030
14.01.2024 11:00;Kraftwerk_1;8060
14.01.2024 12:00;Kraftwerk_1;8075
14.01.2024 13:00;Kraftwerk_1;8089
14.01.2024 14:00;Kraftwerk_1;8115
14.01.2024 15:00;Kraftwerk_1;8139
14.01.2024 16:00;Kraftwerk_1;8162
14.01.2024 17:00;Kraftwerk_1;8185
14.01.2024 18:00;Kraftwerk_1;8205
14.01.2024 19:00;Kraftwerk_1;8221
14.01.2024 20:00;Kraftwerk_1;8241
14.01.2024 21:00;Kraftwerk_1;8258
14.01.2024 22:00;Kraftwerk_1;8283
14.01.2024 23:00;Kraftwerk_1;8302
15.01.2024 00:00;Kraftwerk_1;8318
15.01.2024 01:00;Kraftwerk_1;8336
15.01.2024 02:00;Kraftwerk_1;8358
15.01.2024 03:00;Kraftwerk_1;8375
15.01.2024 04:00;Kraftwerk_1;8391
15.01.2024 05:00;Kraftwerk_1;8412
15.01.2024 06:00;Kraftwerk_1;8433
15.01.2024 07:00;Kraftwerk_1;8450
15.01.2024 08:00;Kraftwerk_1;8468
15.01.2024 09:00;Kraftwerk_1;8489
15.01.2024 10:00;Kraftwerk_1;8502
15.01.2024 11:00;Kraftwerk_1;8515
15.01.2024 12:00;Kraftwerk_1;8531
15.01.2024 13:00;Kraftwerk_1;8531
15.01.2024 14:00;Kraftwerk_1;8553
15.01.2024 15:00;Kraftwerk_1;8580
15.01.2024 16:00;Kraftwerk_1;8604
15.01.2024 17:00;Kraftwerk_1;8623
15.01.2024 18:00;Kraftwerk_1;8643
15.01.2024 19:00;Kraftwerk_1;8658
15.01.2024 20:00;Kraftwerk_1;8678
15.01.2024 21:00;Kraftwerk_1;8697
15.01.2024 22:00;Kraftwerk_1;8719
15.01.2024 23:00;Kraftwerk_1;8735
16.01.2024 00:00;Kraftwerk_1;8758
16.01.2024 01:00;Kraftwerk_1;8786
16.01.2024 02:00;Kraftwerk_1;8805
16.01.2024 03:00;Kraftwerk_1;8827
16.01.2024 04:00;Kraftwerk_1;8850
16.01.2024 05:00;Kraftwerk_1;8868
16.01.2024 06:00;Kraftwerk_1;8889
16.01.2024 07:00;Kraftwerk_1;8909
16.01.2024 08:00;Kraftwerk_1;8929
16.01.2024 09:00;Kraftwerk_1;8945
16.01.2024 10:00;Kraftwerk_1;8965
16.01.2024 11:00;Kraftwerk_1;8987
16.01.2024 12:00;Kraftwerk_1;9014
16.01.2024 13:00;Kraftwerk_1;9039
16.01.2024 14:00;Kraftwerk_1;9070
16.01.2024 15:00;Kraftwerk_1;9086
16.01.2024 16:00;Kraftwerk_1;9110
16.01.2024 17:00;Kraftwerk_1;9131
16.01.2024 18:00;Kraftwerk_1;9162
16.01.2024 19:00;Kraftwerk_1;9178
16.01.2024 20:00;Kraftwerk_1;9194
16.01.2024 21:00;Kraftwerk_1;9211
16.01.2024 22:00;Kraftwerk_1;9220
16.01.2024 23:00;Kraftwerk_1;9237
17.01.2024 00:00;Kraftwerk_1;9253
17.01.2024 01:00;Kraftwerk_1;9274
17.01.2024 02:00;Kraftwerk_1;9296
17.01.2024 03:00;Kraftwerk_1;9325
17.01.2024 04:00;Kraftwerk_1;9350
17.01.2024 05:00;Kraftwerk_1;9367
17.01.2024 06:00;Kraftwerk_1;9383
17.01.2024 07:00;Kraftwerk_1;9405
17.01.2024 08:00;Kraftwerk_1;9418
17.01.2024 09:00;Kraftwerk_1;9447
17.01.2024 10:00;Kraftwerk_1;9473
17.01.2024 11:00;Kraftwerk_1;9491
17.01.2024 12:00;Kraftwerk_1;9502
17.01.2024 13:00;Kraftwerk_1;9529
17.01.2024 14:00;Kraftwerk_1;9548
17.01.2024 15:00;Kraftwerk_1;9574
17.01.2024 16:00;Kraftwerk_1;9586
17.01.2024 17:00;Kraftwerk_1;9603
17.01.2024 18:00;Kraftwerk_1;9623
17.01.2024 19:00;Kraftwerk_1;9643
17.01.2024 20:00;Kraftwerk_1;9661
17.01.2024 21:00;Kraftwerk_1;9684
17.01.2024 22:00;Kraftwerk_1;9699
17.01.2024 23:00;Kraftwerk_1;9718
18.01.2024 00:00;Kraftwerk_1;9739
18.01.2024 01:00;Kraftwerk_1;9762
18.01.2024 02:00;Kraftwerk_1;9786
18.01.2024 03:00;Kraftwerk_1;9800
18.01.2024 04:00;Kraftwerk_1;9812
18.01.2024 05:00;Kraftwerk_1;9838
18.01.2024 06:00;Kraftwerk_1;9860
18.01.2024 07:00;Kraftwerk_1;9876
18.01.2024 08:00;Kraftwerk_1;9904
18.01.2024 09:00;Kraftwerk_1;9925
18.01.2024 10:00;Kraftwerk_1;9951
18.01.2024 11:00;Kraftwerk_1;9971
18.01.2024 12:00;Kraftwerk_1;10001
18.01.2024 13:00;Kraftwerk_1;10030
18.01.2024 14:00;Kraftwerk_1;10049
18.01.2024 15:00;Kraftwerk_1;10074
18.01.2024 16:00;Kraftwerk_1;10097
18.01.2024 17:00;Kraftwerk_1;10124
18.01.2024 18:00;Kraftwerk_1;10139
18.01.2024 19:00;Kraftwerk_1;10162
18.01.2024 20:00;Kraftwerk_1;10187
18.01.2024 21:00;Kraftwerk_1;10198
18.01.2024 22:00;Kraftwerk_1;10212
18.01.2024 23:00;Kraftwerk_1;10222
19.01.2024 00:00;Kraftwerk_1;10241
19.01.2024 01:00;Kraftwerk_1;10265
19.01.2024 02:00;Kraftwerk_1;10293
19.01.2024 03:00;Kraftwerk_1;10313
19.01.2024 04:00;Kraftwerk_1;10341
19.01.2024 05:00;Kraftwerk_1;10354
19.01.2024 06:00;Kraftwerk_1;10365
19.01.2024 07:00;Kraftwerk_1;10385
19.01.2024 08:00;Kraftwerk_1;10407
19.01.2024 09:00;Kraftwerk_1;10427
19.01.2024 10:00;Kraftwerk_1;10437
19.01.2024 11:00;Kraftwerk_1;10457
19.01.2024 12:00;Kraftwerk_1;10470
19.01.2024 13:00;Kraftwerk_1;10493
19.01.2024 14:00;Kraftwerk_1;10515
19.01.2024 15:00;Kraftwerk_1;10530
19.01.2024 16:00;Kraftwerk_1;10547
19.01.2024 17:00;Kraftwerk_1;10562
19.01.2024 18:00;Kraftwerk_1;10582
19.01.2024 19:00;Kraftwerk_1;10607
19.01.2024 20:00;Kraftwerk_1;10622
19.01.2024 21:00;Kraftwerk_1;10645
19.01.2024 22:00;Kraftwerk_1;10662
19.01.2024 23:00;Kraftwerk_1;10678
20.01.2024 00:00;Kraftwerk_1;10697
20.01.2024 01:00;Kraftwerk_1;10712
20.01.2024 02:00;Kraftwerk_1;10729
20.01.2024 03:00;Kraftwerk_1;10743
20.01.2024 04:00;Kraftwerk_1;10773
20.01.2024 05:00;Kraftwerk_1;10793
20.01.2024 06:00;Kraftwerk_1;10810
20.01.2024 07:00;Kraftwerk_1;10831
20.01.2024 08:00;Kraftwerk_1;10850
20.01.2024 09:00;Kraftwerk_1;10869
20.01.2024 10:00;Kraftwerk_1;10892
20.01.2024 11:00;Kraftwerk_1;10916
20.01.2024 12:00;Kraftwerk_1;10933
20.01.2024 13:00;Kraftwerk_1;10950
20.01.2024 14:00;Kraftwerk_1;10969
20.01.2024 15:00;Kraftwerk_1;10977
20.01.2024 16:00;Kraftwerk_1;10989
20.01.2024 17:00;Kraftwerk_1;11016
20.01.2024 18:00;Kraftwerk_1;11766
20.01.2024 19:00;Kraftwerk_1;11785
20.01.2024 20:00;Kraftwerk_1;11808
20.01.2024 21:00;Kraftwerk_1;11528
20.01.2024 22:00;Kraftwerk_1;11843
20.01.2024 23:00;Kraftwerk_1;11869
21.01.2024 00:00;Kraftwerk_1;11888
21.01.2024 01:00;Kraftwerk_1;11903
21.01.2024 02:00;Kraftwerk_1;11915
21.01.2024 03:00;Kraftwerk_1;11936
21.01.2024 04:00;Kraftwerk_1;11952
21.01.2024 05:00;Kraftwerk_1;11965
21.01.2024 06:00;Kraftwerk_1;11982
21.01.2024 07:00;Kraftwerk_1;11997
21.01.2024 08:00;Kraftwerk_1;12025
21.01.2024 09:00;Kraftwerk_1;12049
21.01.2024 10:00;Kraftwerk_1;12069
21.01.2024 11:00;Kraftwerk_1;12096
21.01.2024 12:00;Kraftwerk_1;12116
21.01.2024 13:00;Kraftwerk_1;12132
21.01.2024 14:00;Kraftwerk_1;12160
21.01.2024 15:00;Kraftwerk_1;12183
21.01.2024 16:00;Kraftwerk_1;12198
21.01.2024 17:00;Kraftwerk_1;12217
21.01.2024 18:00;Kraftwerk_1;12233
21.01.2024 19:00;Kraftwerk_1;12246
21.01.2024 20:00;Kraftwerk_1;12271
21.01.2024 21:00;Kraftwerk_1;12301
21.01.2024 22:00;Kraftwerk_1;12314
21.01.2024 23:00;Kraftwerk_1;12337
22.01.2024 00:00;Kraftwerk_1;12354
22.01.2024 01:00;Kraftwerk_1;12372
22.01.2024 02:00;Kraftwerk_1;12389
22.01.2024 03:00;Kraftwerk_1;12405
22.01.2024 04:00;Kraftwerk_1;12425
22.01.2024 05:00;Kraftwerk_1;12441
22.01.2024 06:00;Kraftwerk_1;12462
22.01.2024 07:00;Kraftwerk_1;12482
22.01.2024 08:00;Kraftwerk_1;12501
22.01.2024 09:00;Kraftwerk_1;12516
22.01.2024 10:00;Kraftwerk_1;12533
22.01.2024 11:00;Kraftwerk_1;12557
22.01.2024 12:00;Kraftwerk_1;12580
22.01.2024 13:00;Kraftwerk_1;12595
22.01.2024 14:00;Kraftwerk_1;12615
22.01.2024 15:00;Kraftwerk_1;12639
22.01.2024 16:00;Kraftwerk_1;12651
22.01.2024 17:00;Kraftwerk_1;12674
22.01.2024 18:00;Kraftwerk_1;12691
22.01.2024 19:00;Kraftwerk_1;12714
22.01.2024 20:00;Kraftwerk_1;12730
22.01.2024 21:00;Kraftwerk_1;12741
22.01.2024 22:00;Kraftwerk_1;12753
22.01.2024 23:00;Kraftwerk_1;12773
23.01.2024 00:00;Kraftwerk_1;12794
23.01.2024 01:00;Kraftwerk_1;12809
23.01.2024 02:00;Kraftwerk_1;12832
23.01.2024 03:00;Kraftwerk_1;12844
23.01.2024 04:00;Kraftwerk_1;12864
23.01.2024 05:00;Kraftwerk_1;12878
23.01.2024 06:00;Kraftwerk_1;12895
23.01.2024 07:00;Kraftwerk_1;12915
23.01.2024 08:00;Kraftwerk_1;12931
23.01.2024 09:00;Kraftwerk_1;12949
23.01.2024 10:00;Kraftwerk_1;12974
23.01.2024 11:00;Kraftwerk_1;12991
23.01.2024 12:00;Kraftwerk_1;13015
23.01.2024 13:00;Kraftwerk_1;13029
23.01.2024 14:00;Kraftwerk_1;13052
23.01.2024 15:00;Kraftwerk_1;13079
23.01.2024 16:00;Kraftwerk_1;13087
23.01.2024 17:00;Kraftwerk_1;13103
23.01.2024 18:00;Kraftwerk_1;13126
23.01.2024 19:00;Kraftwerk_1;13145
23.01.2024 20:00;Kraftwerk_1;13167
23.01.2024 21:00;Kraftwerk_1;13184
23.01.2024 22:00;Kraftwerk_1;13204
23.01.2024 23:00;Kraftwerk_1;13223
24.01.2024 00:00;Kraftwerk_1;13249
24.01.2024 01:00;Kraftwerk_1;13270
24.01.2024 02:00;Kraftwerk_1;13292
24.01.2024 03:00;Kraftwerk_1;13310
24.01.2024 04:00;Kraftwerk_1;13328
24.01.2024 05:00;Kraftwerk_1;13346
24.01.2024 06:00;Kraftwerk_1;13368
24.01.2024 07:00;Kraftwerk_1;13883
24.01.2024 08:00;Kraftwerk_1;13904
24.01.2024 09:00;Kraftwerk_1;13934
24.01.2024 10:00;Kraftwerk_1;13958
24.01.2024 11:00;Kraftwerk_1;13976
24.01.2024 12:00;Kraftwerk_1;14002
24.01.2024 13:00;Kraftwerk_1;14020
24.01.2024 14:00;Kraftwerk_1;14030
24.01.2024 15:00;Kraftwerk_1;14045
24.01.2024 16:00;Kraftwerk_1;14056
24.01.2024 17:00;Kraftwerk_1;14074
24.01.2024 18:00;Kraftwerk_1;14094
24.01.2024 19:00;Kraftwerk_1;14122
24.01.2024 20:00;Kraftwerk_1;14144
24.01.2024 21:00;Kraftwerk_1;14163
24.01.2024 22:00;Kraftwerk_1;14187
24.01.2024 23:00;Kraftwerk_1;14196
25.01.2024 00:00;Kraftwerk_1;14217
25.01.2024 01:00;Kraftwerk_1;14241
25.01.2024 02:00;Kraftwerk_1;14254
25.01.2024 03:00;Kraftwerk_1;14280
25.01.2024 04:00;Kraftwerk_1;14302
